severity,diagnostic_category,recommended_action,section,line_id,display_type,text,start,end,duration,word_start,last_word_start,word_span,start_to_first_word,final_word_hold,word_count,text_word_count,first_internal_word_gap,max_internal_word_gap,computed_later_gap_typical,max_gap_before_word,max_gap_after_word,gap_from_previous_end,gap_to_next_start,previous_line_id,previous_display_type,next_line_id,next_display_type,line_anchor_source,line_end_source,line_end_confidence,timing_source,review_flags,edited_manually
0,ok,No obvious diagnostic issue detected.,Section 3,line-0011,lyric,"Well, now they know",55.466,58.778,3.312,55.616,57.104,1.488,0.150,1.674,4,4,0.384,0.640,0.552,they,know,0.080,0.080,line-0010,lyric,line-0012,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 4,line-0012,lyric,"Let it go, let it go",58.858,62.442,3.584,59.008,61.264,2.256,0.150,1.178,6,6,0.320,1.312,0.256,go,let,0.080,0.080,line-0011,lyric,line-0013,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 4,line-0013,lyric,Can't hold it back anymore,62.522,64.858,2.336,62.672,64.080,1.408,0.150,0.778,5,5,0.480,0.496,0.352,back,anymore,0.080,0.080,line-0012,lyric,line-0014,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,Section 4,line-0014,lyric,"Let it go, let it go",64.938,69.322,4.384,65.088,68.208,3.120,0.150,1.114,6,6,1.040,1.248,0.328,go,let,0.080,0.080,line-0013,lyric,line-0015,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 4,line-0015,lyric,Turn away and slam the door,69.402,73.530,4.128,69.552,71.856,2.304,0.150,1.674,6,6,0.304,0.752,0.520,slam,the,0.080,0.080,line-0014,lyric,line-0016,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 4,line-0016,lyric,I don't care what they're going to say,73.610,79.850,6.240,73.760,78.336,4.576,0.150,1.514,8,8,0.560,1.216,0.560,care,what,0.080,0.080,line-0015,lyric,line-0017,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 4,line-0017,lyric,Let the storm rage on,79.930,82.778,2.848,80.080,82.032,1.952,0.150,0.746,5,5,0.368,0.752,0.736,rage,on,0.080,0.080,line-0016,lyric,line-0018,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,Section 4,line-0018,lyric,The cold never bothered me anyway,82.858,86.580,3.722,83.008,85.760,2.752,0.150,0.820,6,6,1.168,1.168,0.408,the,cold,0.080,0.080,line-0017,lyric,line-0019,instrumental,first-word,audio-vocal-offset,medium,lyrics-aligner-word-starts,,False
10,instrumental_placeholder,Check only if the visual instrumental gap feels wrong in the editor.,Section 5,line-0019,instrumental,. . .,86.660,90.806,4.146,,,,,,0,0,0.000,0.000,0.000,,,0.080,0.500,line-0018,lyric,line-0020,lyric,,,,instrumental-placeholder-inferred,instrumental_shorter_than_preferred_needs_review|instrumental_timing_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0020,lyric,It's funny how some distance makes everything seem small,91.306,97.626,6.320,91.456,96.128,4.672,0.150,1.498,9,9,0.176,1.424,0.512,distance,makes,0.500,0.080,line-0019,instrumental,line-0021,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,late_anchor_rescue_skipped_after_instrumental_placeholder|repeated_phrase_rescue_skipped_after_instrumental_placeholder,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0021,lyric,And the fears that once controlled me can't get to me at all,97.706,105.450,7.744,97.856,103.344,5.488,0.150,2.106,13,13,0.160,0.976,0.480,controlled,me,0.080,0.080,line-0020,lyric,line-0022,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0022,lyric,It's time to see what I can do,105.530,108.906,3.376,105.680,108.544,2.864,0.150,0.362,8,8,0.288,0.592,0.416,see,what,0.080,0.080,line-0021,lyric,line-0023,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0023,lyric,To test the limits and break through,108.986,112.458,3.472,109.136,112.016,2.880,0.150,0.442,7,7,0.192,1.040,0.480,limits,and,0.080,0.080,line-0022,lyric,line-0024,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0024,lyric,"No right, no wrong, no rules for me",112.538,116.698,4.160,112.688,115.216,2.528,0.150,1.482,8,8,0.240,0.496,0.432,no,wrong,0.080,0.080,line-0023,lyric,line-0025,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0025,lyric,I'm free,116.778,120.122,3.344,116.928,117.264,0.336,0.150,2.858,2,2,0.336,0.336,0.336,i'm,free,0.080,0.080,line-0024,lyric,line-0026,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0026,lyric,"Let it go, let it go",120.202,122.532,2.330,120.352,122.512,2.160,0.150,0.020,6,6,0.272,1.232,0.264,go,let,0.080,0.080,line-0025,lyric,line-0027,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,Section 7,line-0027,lyric,I am one with the wind and sky,122.612,127.162,4.550,122.624,125.904,3.280,0.012,1.258,8,8,1.280,1.280,0.336,i,am,0.080,0.080,line-0026,lyric,line-0028,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,line_start_shifted_to_preserve_word_order_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0028,lyric,"Let it go, let it go",127.242,130.762,3.520,127.392,129.472,2.080,0.150,1.290,6,6,0.272,1.152,0.264,go,let,0.080,0.080,line-0027,lyric,line-0029,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0029,lyric,You'll never see me cry,130.842,134.746,3.904,130.992,133.136,2.144,0.150,1.610,5,5,0.336,0.720,0.672,see,me,0.080,0.080,line-0028,lyric,line-0030,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
45,large_internal_word_gap,"Review word anchors. If the gap is musical rather than real, mark this as a local realignment candidate.",Section 7,line-0030,lyric,Here I stand and here I stay,134.826,141.194,6.368,134.976,139.744,4.768,0.150,1.450,7,7,1.136,1.904,0.480,stand,and,0.080,0.080,line-0029,lyric,line-0031,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,large_internal_word_gap_needs_review,False
20,long_tail_after_last_word,Check whether the line should really remain visible this long after the final word start.,Section 7,line-0031,lyric,Let the storm rage on,141.274,150.870,9.596,141.424,143.328,1.904,0.150,7.542,5,5,0.304,0.768,0.736,rage,on,0.080,1.250,line-0030,lyric,line-0032,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,long_tail_after_last_word_needs_review,False
100,very_large_internal_word_gap|first_word_anchor_suspect|first_gap_outlier,Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. Compare the first word against the rest of the line. The opening anchor may be unreliable.,Section 8,line-0032,lyric,My power flurries through the air into the ground,152.120,159.690,7.570,144.528,157.376,12.848,-7.592,2.314,9,9,8.592,8.592,0.752,my,power,1.250,0.080,line-0031,lyric,line-0033,lyric,corrected-word-cluster,inferred-from-next-display-line,fallback,lyrics-aligner-corrected-word-cluster,first_word_anchor_suspect|large_internal_word_gap_needs_review|line_start_auto_adjusted_needs_review|low_confidence_internal_alignment_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0033,lyric,My soul is spiralling in frozen fractals all around,159.770,166.794,7.024,159.920,164.976,5.056,0.150,1.818,9,9,0.192,1.440,0.592,spiralling,in,0.080,0.080,line-0032,lyric,line-0034,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
65,large_internal_word_gap|pronunciation_or_tokenisation_check,"Review word anchors. If the gap is musical rather than real, mark this as a local realignment candidate. Check contractions, hyphens, rare words, and custom pronunciations.",Section 8,line-0034,lyric,And one thought crystallises like an icy blast,166.874,173.754,6.880,167.024,171.328,4.304,0.150,2.426,8,8,0.176,1.936,0.344,crystallises,like,0.080,0.080,line-0033,lyric,line-0035,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,large_internal_word_gap_needs_review,False
85,very_large_internal_word_gap|pronunciation_or_tokenisation_check,"Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check contractions, hyphens, rare words, and custom pronunciations.",Section 8,line-0035,lyric,"I'm never going back, the past is in the past",173.834,176.400,2.566,173.984,182.048,8.064,0.150,-5.648,10,10,0.128,3.888,0.632,in,the,0.080,0.250,line-0034,lyric,line-0036,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,large_internal_word_gap_needs_review|low_confidence_internal_alignment_audio_boundary_used_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,Section 9,line-0036,lyric,"Let it go, let it go",176.650,185.396,8.746,183.152,185.376,2.224,6.502,0.020,6,6,0.336,1.312,0.200,let,it,0.250,0.080,line-0035,lyric,line-0037,lyric,audio-phrase-boundary-after-low-confidence-line,inferred-from-next-display-line,fallback,kara-creator-audio-phrase-boundary-rescue,line_start_adjusted_after_low_confidence_phrase_boundary_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 9,line-0037,lyric,And I'll rise like the break of dawn,185.476,188.490,3.014,185.584,187.328,1.744,0.108,1.162,8,8,0.096,0.544,0.272,break,of,0.080,0.080,line-0036,lyric,line-0038,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,line_start_shifted_to_preserve_word_order_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 9,line-0038,lyric,"Let it go, let it go",188.570,190.804,2.234,188.720,190.784,2.064,0.150,0.020,6,6,0.272,1.200,0.240,go,let,0.080,0.080,line-0037,lyric,line-0039,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 9,line-0039,lyric,That perfect girl is gone,190.884,195.994,5.110,190.832,194.592,3.760,-0.052,1.402,5,5,1.424,1.424,0.688,that,perfect,0.080,0.080,line-0038,lyric,line-0040,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,line_start_shifted_to_preserve_word_order_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 9,line-0040,lyric,Here I stand in the light of day,196.074,201.258,5.184,196.224,201.008,4.784,0.150,0.250,8,8,0.784,1.536,0.488,stand,in,0.080,0.750,line-0039,lyric,line-0041,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
100,very_large_internal_word_gap|draft_builder_rescue_applied|local_realignment_candidate,"Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy. Best next step: local realignment of this phrase window, not another display timing patch.",Section 9,line-0041,lyric,Let the storm rage on,202.008,204.120,2.112,204.528,209.920,5.392,2.520,-5.800,5,5,0.336,4.336,0.640,rage,on,0.750,0.250,line-0040,lyric,line-0042,lyric,late-next-line-anchor-rescue,inferred-from-next-display-line,fallback,kara-creator-late-next-line-anchor-rescue,large_internal_word_gap_needs_review|late_next_line_anchor_rescue_applied_needs_review|low_confidence_internal_alignment_audio_boundary_used_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,Section 10,line-0042,lyric,The cold never bothered me anyway,204.370,213.184,8.814,210.224,211.984,1.760,5.854,1.200,6,6,0.128,0.480,0.400,cold,never,0.250,,line-0041,lyric,,,audio-phrase-boundary-after-low-confidence-line,inferred-from-next-display-line,fallback,kara-creator-audio-phrase-boundary-rescue,line_start_adjusted_after_low_confidence_phrase_boundary_needs_review,False
