severity,diagnostic_category,recommended_action,section,line_id,display_type,text,start,end,duration,word_start,last_word_start,word_span,start_to_first_word,final_word_hold,word_count,text_word_count,first_internal_word_gap,max_internal_word_gap,computed_later_gap_typical,max_gap_before_word,max_gap_after_word,gap_from_previous_end,gap_to_next_start,previous_line_id,previous_display_type,next_line_id,next_display_type,line_anchor_source,line_end_source,line_end_confidence,timing_source,review_flags,edited_manually
0,ok,No obvious diagnostic issue detected.,Section 8,line-0037,lyric,I've moved on,104.570,107.786,3.216,104.720,106.512,1.792,0.150,1.274,3,3,0.992,0.992,0.800,i've,moved,0.080,0.080,line-0036,lyric,line-0038,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0038,lyric,This is the happiest home,107.866,109.834,1.968,108.016,109.488,1.472,0.150,0.346,5,5,0.288,0.800,0.208,happiest,home,0.080,0.080,line-0037,lyric,line-0039,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0039,lyric,Of all the homes I can remember,109.914,112.698,2.784,110.064,111.680,1.616,0.150,1.018,7,7,0.160,0.512,0.224,homes,i,0.080,0.080,line-0038,lyric,line-0040,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0040,lyric,I'm long gone,112.778,115.882,3.104,112.928,114.576,1.648,0.150,1.306,3,3,0.752,0.896,0.896,long,gone,0.080,0.080,line-0039,lyric,line-0041,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0041,lyric,Left as soon as I could,115.962,117.882,1.920,116.112,117.600,1.488,0.150,0.282,6,6,0.464,0.464,0.232,left,as,0.080,0.080,line-0040,lyric,line-0042,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0042,lyric,Fourteen years come November,117.962,120.538,2.576,118.112,119.664,1.552,0.150,0.874,4,4,0.864,0.864,0.344,fourteen,years,0.080,0.080,line-0041,lyric,line-0043,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0043,lyric,So don't you think it's way past time,120.618,122.938,2.320,120.768,122.784,2.016,0.150,0.154,8,8,0.208,0.432,0.312,past,time,0.080,0.080,line-0042,lyric,line-0044,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0044,lyric,I made my own bed?,123.018,124.954,1.936,123.168,124.480,1.312,0.150,0.474,5,5,0.304,0.368,0.336,made,my,0.080,0.080,line-0043,lyric,line-0045,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0045,lyric,Way past time I became,125.034,126.714,1.680,125.184,126.384,1.200,0.150,0.330,5,5,0.336,0.432,0.288,past,time,0.080,0.080,line-0044,lyric,line-0046,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 8,line-0046,lyric,The voice in my own head?,126.794,130.570,3.776,126.944,128.640,1.696,0.150,1.930,6,6,0.176,0.512,0.352,voice,in,0.080,0.080,line-0045,lyric,line-0047,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
65,large_internal_word_gap|pronunciation_or_tokenisation_check,"Review word anchors. If the gap is musical rather than real, mark this as a local realignment candidate. Check contractions, hyphens, rare words, and custom pronunciations.",Section 9,line-0047,lyric,And you can't say I'm running away from myself,130.650,136.506,5.856,130.800,134.960,4.160,0.150,1.546,9,9,0.256,1.888,0.384,running,away,0.080,0.080,line-0046,lyric,line-0048,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,large_internal_word_gap_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 9,line-0048,lyric,Cause I was never myself in the first place,136.586,142.826,6.240,136.736,139.872,3.136,0.150,2.954,9,9,0.272,1.104,0.352,myself,in,0.080,0.080,line-0047,lyric,line-0049,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0049,lyric,It's just one box,142.906,144.906,2.000,143.056,144.128,1.072,0.150,0.778,4,4,0.256,0.528,0.408,just,one,0.080,0.080,line-0048,lyric,line-0050,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0050,lyric,Probably something sentimental,144.986,147.018,2.032,145.136,146.160,1.024,0.150,0.858,3,3,0.496,0.528,0.528,something,sentimental,0.080,0.080,line-0049,lyric,line-0051,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0051,lyric,It's a cobweb in a corner,147.098,148.986,1.888,147.248,148.448,1.200,0.150,0.538,6,6,0.256,0.592,0.128,cobweb,in,0.080,0.080,line-0050,lyric,line-0052,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0052,lyric,What's dead cannot be reborn,149.066,150.810,1.744,149.216,150.400,1.184,0.150,0.410,5,5,0.272,0.432,0.256,cannot,be,0.080,0.080,line-0051,lyric,line-0053,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0053,lyric,Her legacy - one box!,150.890,153.274,2.384,151.040,152.336,1.296,0.150,0.938,4,4,0.256,0.672,0.520,legacy,one,0.080,0.080,line-0052,lyric,line-0054,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0054,lyric,So just perform the exorcism,153.354,155.642,2.288,153.504,154.880,1.376,0.150,0.762,5,5,0.256,0.624,0.288,perform,the,0.080,0.080,line-0053,lyric,line-0055,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0055,lyric,Making Sarah guilty,155.722,157.226,1.504,155.872,156.800,0.928,0.150,0.426,3,3,0.480,0.480,0.448,making,sarah,0.080,0.080,line-0054,lyric,line-0056,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 10,line-0056,lyric,That was always Betty's specialism,157.306,159.066,1.760,157.456,158.816,1.360,0.150,0.250,5,5,0.240,0.512,0.304,always,betty's,0.080,0.750,line-0055,lyric,line-0057,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
100,very_large_internal_word_gap|first_word_anchor_suspect|draft_builder_rescue_applied|local_realignment_candidate,"Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy. Best next step: local realignment of this phrase window, not another display timing patch.",Section 10,line-0057,lyric,Clear the past away,159.816,161.200,1.384,162.016,172.736,10.720,2.200,-11.536,4,4,2.976,7.200,3.872,past,away,0.750,0.250,line-0056,lyric,line-0058,lyric,late-next-line-anchor-rescue,inferred-from-next-display-line,fallback,kara-creator-late-next-line-anchor-rescue,first_word_anchor_suspect|large_internal_word_gap_needs_review|late_next_line_anchor_rescue_applied_needs_review|low_confidence_internal_alignment_audio_boundary_used_needs_review,False
100,very_large_internal_word_gap|first_word_anchor_suspect|repeated_word_or_held_word_collapse|draft_builder_rescue_applied|local_realignment_candidate|alignment_confidence_boundary_used,"Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. Check repeated-word timing. If word anchors are collapsed, a local realignment or repeated-word recovery is needed. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy. Best next step: local realignment of this phrase window, not another display timing patch. Audio phrase-boundary rescue was used. Check that the display looks right, but treat word timings with caution.",Section 10,line-0058,lyric,Then the future can begin today,161.450,172.927,11.477,173.904,183.680,9.776,12.454,-10.753,6,6,2.448,4.640,1.216,future,can,0.250,0.750,line-0057,lyric,line-0059,lyric,audio-phrase-boundary-after-low-confidence-line,inferred-from-next-display-line,fallback,kara-creator-audio-phrase-boundary-rescue,first_word_anchor_suspect|large_internal_word_gap_needs_review|line_start_adjusted_after_low_confidence_phrase_boundary_needs_review|low_confidence_phrase_boundary_skipped_for_repeated_final_word_run_needs_review|repeated_final_word_run_needs_review,False
45,repeated_word_or_held_word_collapse|draft_builder_rescue_applied,"Check repeated-word timing. If word anchors are collapsed, a local realignment or repeated-word recovery is needed. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.",Section 10,line-0059,lyric,Today,173.677,177.126,3.449,183.872,183.872,0.000,10.195,-6.746,1,1,0.000,0.000,0.000,,,0.750,0.750,line-0058,lyric,line-0060,lyric,repeated-final-word-rescue,inferred-from-next-display-line,fallback,kara-creator-repeated-final-word-rescue,monotonic_guard_skipped_for_repeated_final_word_rescue_needs_review|repeated_final_word_line_start_auto_adjusted_needs_review,False
45,repeated_word_or_held_word_collapse|draft_builder_rescue_applied,"Check repeated-word timing. If word anchors are collapsed, a local realignment or repeated-word recovery is needed. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.",Section 10,line-0060,lyric,Today,177.876,185.152,7.276,183.952,183.952,0.000,6.076,1.200,1,1,0.000,0.000,0.000,,,0.750,,line-0059,lyric,,,repeated-final-word-rescue,inferred-from-next-display-line,fallback,kara-creator-repeated-final-word-rescue,monotonic_guard_skipped_for_repeated_final_word_rescue_needs_review|repeated_final_word_line_start_auto_adjusted_needs_review,False
