severity,diagnostic_category,recommended_action,section,line_id,display_type,text,start,end,duration,word_start,last_word_start,word_span,start_to_first_word,final_word_hold,word_count,text_word_count,first_internal_word_gap,max_internal_word_gap,computed_later_gap_typical,max_gap_before_word,max_gap_after_word,gap_from_previous_end,gap_to_next_start,previous_line_id,previous_display_type,next_line_id,next_display_type,line_anchor_source,line_end_source,line_end_confidence,timing_source,review_flags,edited_manually
100,very_large_internal_word_gap|first_word_anchor_suspect|first_gap_outlier,Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. Compare the first word against the rest of the line. The opening anchor may be unreliable.,CHORUS,line-0011,lyric,But I miss the mountains,79.718,80.600,0.882,75.344,84.816,9.472,-4.374,-4.216,5,5,6.528,6.528,0.432,but,i,1.250,0.250,line-0010,lyric,line-0012,lyric,corrected-word-cluster,inferred-from-next-display-line,fallback,lyrics-aligner-corrected-word-cluster,first_word_anchor_suspect|large_internal_word_gap_needs_review|line_start_auto_adjusted_needs_review|low_confidence_internal_alignment_audio_boundary_used_needs_review|very_short_display_duration_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,CHORUS,line-0012,lyric,I miss the dizzy heights,80.850,93.642,12.792,88.848,92.352,3.504,7.998,1.290,5,5,0.320,1.696,1.312,dizzy,heights,0.250,0.080,line-0011,lyric,line-0013,lyric,audio-phrase-boundary-after-low-confidence-line,inferred-from-next-display-line,fallback,kara-creator-audio-phrase-boundary-rescue,line_start_adjusted_after_low_confidence_phrase_boundary_needs_review,False
0,ok,No obvious diagnostic issue detected.,CHORUS,line-0013,lyric,All the manic magic days,93.722,97.722,4.000,93.872,95.904,2.032,0.150,1.818,5,5,0.352,0.800,0.704,magic,days,0.080,0.080,line-0012,lyric,line-0014,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,CHORUS,line-0014,lyric,And the dark depressing nights,97.802,103.482,5.680,97.952,100.560,2.608,0.150,2.922,5,5,0.336,1.168,0.896,depressing,nights,0.080,0.080,line-0013,lyric,line-0015,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,STAGE1,line-0015,lyric,I miss the mountains,103.562,109.370,5.808,103.712,105.712,2.000,0.150,3.658,4,4,0.256,1.360,0.872,miss,the,0.080,0.080,line-0014,lyric,line-0016,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,long_tail_after_last_word_needs_review,False
0,ok,No obvious diagnostic issue detected.,STAGE1,line-0016,lyric,I miss the highs and lows,109.450,114.362,4.912,109.600,112.448,2.848,0.150,1.914,6,6,0.496,1.120,0.568,miss,the,0.080,0.080,line-0015,lyric,line-0017,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,STAGE1,line-0017,lyric,"All the climbing, all the falling",114.442,118.282,3.840,114.592,116.560,1.968,0.150,1.722,6,6,0.368,0.832,0.344,climbing,all,0.080,0.080,line-0016,lyric,line-0018,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,STAGE1,line-0018,lyric,All the while the wild wind blows,118.362,121.626,3.264,118.512,121.440,2.928,0.150,0.186,7,7,0.112,0.928,0.736,wild,wind,0.080,0.080,line-0017,lyric,line-0019,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,STAGE1,line-0019,lyric,Stinging you with snow,121.706,124.138,2.432,121.856,122.864,1.008,0.150,1.274,4,4,0.304,0.576,0.352,you,with,0.080,0.080,line-0018,lyric,line-0020,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,STAGE1,line-0020,lyric,And soaking you with rain,124.218,129.466,5.248,124.368,126.944,2.576,0.150,2.522,5,5,0.192,1.504,0.672,you,with,0.080,0.080,line-0019,lyric,line-0021,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,STAGE1,line-0021,lyric,I miss the mountains,129.546,134.250,4.704,129.696,131.856,2.160,0.150,2.394,4,4,1.360,1.360,0.400,i,miss,0.080,0.080,line-0020,lyric,line-0022,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,long_tail_after_last_word,Check whether the line should really remain visible this long after the final word start.,STAGE1,line-0022,lyric,I miss the pain,134.330,141.210,6.880,134.480,135.472,0.992,0.150,5.738,4,4,0.032,0.864,0.480,miss,the,0.080,0.080,line-0021,lyric,line-0023,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,long_tail_after_last_word_needs_review,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0023,lyric,Mountains make you crazy,141.290,144.138,2.848,141.440,142.704,1.264,0.150,1.434,4,4,0.656,0.656,0.304,mountains,make,0.080,0.080,line-0022,lyric,line-0024,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0024,lyric,Here it's safe and sound,144.218,145.866,1.648,144.368,145.600,1.232,0.150,0.266,5,5,0.416,0.432,0.192,safe,and,0.080,0.080,line-0023,lyric,line-0025,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0025,lyric,My mind is somewhere hazy,145.946,149.818,3.872,146.096,148.768,2.672,0.150,1.050,5,5,0.544,1.296,0.608,mind,is,0.080,0.080,line-0024,lyric,line-0026,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0026,lyric,My feet are on the ground,149.898,152.954,3.056,150.048,151.584,1.536,0.150,1.370,6,6,0.256,0.560,0.320,feet,are,0.080,0.080,line-0025,lyric,line-0027,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0027,lyric,Everything is balanced here,153.034,155.418,2.384,153.184,155.168,1.984,0.150,0.250,4,4,0.928,0.928,0.528,everything,is,0.080,0.080,line-0026,lyric,line-0028,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0028,lyric,And on an even keel,155.498,158.890,3.392,155.648,157.088,1.440,0.150,1.802,5,5,0.256,0.496,0.448,on,an,0.080,0.080,line-0027,lyric,line-0029,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
100,large_internal_word_gap|first_word_anchor_suspect|first_gap_outlier|long_tail_after_last_word,"Review word anchors. If the gap is musical rather than real, mark this as a local realignment candidate. Check whether the first word has been placed too early or too late. Compare the first word against the rest of the line. The opening anchor may be unreliable. Check whether the line should really remain visible this long after the final word start.",BRIDGE,line-0029,lyric,Everything is perfect,158.970,166.346,7.376,159.120,161.536,2.416,0.150,4.810,3,3,2.224,2.224,0.192,everything,is,0.080,0.080,line-0028,lyric,line-0030,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,first_word_anchor_suspect|large_internal_word_gap_needs_review|long_tail_after_last_word_needs_review,False
0,ok,No obvious diagnostic issue detected.,BRIDGE,line-0030,lyric,Nothing's real,166.426,170.350,3.924,166.576,167.600,1.024,0.150,2.750,2,2,1.024,1.024,1.024,nothing's,real,0.080,1.250,line-0029,lyric,line-0031,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,long_tail_after_last_word_needs_review,False
30,long_tail_after_last_word|draft_builder_rescue_applied,Check whether the line should really remain visible this long after the final word start. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,BRIDGE,line-0031,lyric,Nothing's real,171.600,177.786,6.186,172.464,173.488,1.024,0.864,4.298,2,2,1.024,1.024,1.024,nothing's,real,1.250,0.080,line-0030,lyric,line-0032,lyric,repeated-phrase-rescue,inferred-from-next-display-line,fallback,kara-creator-repeated-phrase-rescue,long_tail_after_last_word_needs_review|repeated_phrase_line_start_auto_adjusted_needs_review,False
45,large_internal_word_gap,"Review word anchors. If the gap is musical rather than real, mark this as a local realignment candidate.",CHORUS 2,line-0032,lyric,And I miss the mountains,177.866,184.410,6.544,178.016,181.232,3.216,0.150,3.178,5,5,0.384,2.352,0.416,i,miss,0.080,0.080,line-0031,lyric,line-0033,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,large_internal_word_gap_needs_review|late_anchor_rescue_skipped_large_shift_needs_review,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,CHORUS 2,line-0033,lyric,I miss the lonely climb,184.490,188.698,4.208,184.640,188.064,3.424,0.150,0.634,5,5,1.712,1.712,0.592,i,miss,0.080,0.080,line-0032,lyric,line-0034,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,CHORUS 2,line-0034,lyric,Wandering through the wilderness,188.778,193.546,4.768,188.928,190.576,1.648,0.150,2.970,4,4,1.312,1.312,0.168,wandering,through,0.080,0.080,line-0033,lyric,line-0035,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,CHORUS 2,line-0035,lyric,And spending all my time,193.626,196.698,3.072,193.776,195.408,1.632,0.150,1.290,5,5,0.208,0.704,0.400,spending,all,0.080,0.080,line-0034,lyric,line-0036,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,CHORUS 2,line-0036,lyric,Where the air is clear,196.778,199.018,2.240,196.928,197.952,1.024,0.150,1.066,5,5,0.224,0.320,0.256,the,air,0.080,0.080,line-0035,lyric,line-0037,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,CHORUS 2,line-0037,lyric,And cuts you like a knife,199.098,204.218,5.120,199.248,201.616,2.368,0.150,2.602,6,6,0.288,0.944,0.544,like,a,0.080,0.080,line-0036,lyric,line-0038,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,first_gap_outlier,Compare the first word against the rest of the line. The opening anchor may be unreliable.,CHORUS 2,line-0038,lyric,I miss the mountains,204.298,206.842,2.544,204.448,206.592,2.144,0.150,0.250,4,4,1.552,1.552,0.296,i,miss,0.080,0.750,line-0037,lyric,line-0039,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
90,large_internal_word_gap|first_word_anchor_suspect|draft_builder_rescue_applied,"Review word anchors. If the gap is musical rather than real, mark this as a local realignment candidate. Check whether the first word has been placed too early or too late. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.",CHORUS 2,line-0039,lyric,I miss the mountains,207.592,215.998,8.406,209.712,213.248,3.536,2.120,2.750,4,4,1.824,1.824,0.856,i,miss,0.750,1.250,line-0038,lyric,line-0040,lyric,late-next-line-anchor-rescue,inferred-from-next-display-line,fallback,kara-creator-late-next-line-anchor-rescue,first_word_anchor_suspect|large_internal_word_gap_needs_review|late_next_line_anchor_rescue_applied_needs_review|long_tail_after_last_word_needs_review,False
100,very_large_internal_word_gap|first_word_anchor_suspect|draft_builder_rescue_applied|local_realignment_candidate,"Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy. Best next step: local realignment of this phrase window, not another display timing patch.",CHORUS 2,line-0040,lyric,I miss my life,217.248,228.080,10.832,222.944,233.328,10.384,5.696,-5.248,4,4,5.760,5.760,2.312,i,miss,1.250,0.250,line-0039,lyric,line-0041,lyric,repeated-phrase-rescue,inferred-from-next-display-line,fallback,kara-creator-repeated-phrase-rescue,first_word_anchor_suspect|large_internal_word_gap_needs_review|low_confidence_internal_alignment_audio_boundary_used_needs_review|repeated_phrase_line_start_auto_adjusted_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,CHORUS 2,line-0041,lyric,I miss my life,228.330,242.480,14.150,240.944,241.280,0.336,12.614,1.200,4,4,0.224,0.224,0.056,i,miss,0.250,,line-0040,lyric,,,audio-phrase-boundary-after-low-confidence-line,inferred-from-next-display-line,fallback,kara-creator-audio-phrase-boundary-rescue,line_start_adjusted_after_low_confidence_phrase_boundary_needs_review,False
