severity,diagnostic_category,recommended_action,section,line_id,display_type,text,start,end,duration,word_start,last_word_start,word_span,start_to_first_word,final_word_hold,word_count,text_word_count,first_internal_word_gap,max_internal_word_gap,computed_later_gap_typical,max_gap_before_word,max_gap_after_word,gap_from_previous_end,gap_to_next_start,previous_line_id,previous_display_type,next_line_id,next_display_type,line_anchor_source,line_end_source,line_end_confidence,timing_source,review_flags,edited_manually
10,instrumental_placeholder,Check only if the visual instrumental gap feels wrong in the editor.,Section 4,line-0011,instrumental,. . .,67.220,70.390,3.170,,,,,,0,0,0.000,0.000,0.000,,,0.080,0.500,line-0010,lyric,line-0012,lyric,,,,instrumental-placeholder-inferred,instrumental_minimum_gap_rescue_applied_needs_review|instrumental_shorter_than_preferred_needs_review|instrumental_timing_needs_review,False
100,very_large_internal_word_gap|first_word_anchor_suspect|first_gap_outlier|post_instrumental_reentry_suspect|pronunciation_or_tokenisation_check|draft_builder_rescue_applied|local_realignment_candidate,"Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. Compare the first word against the rest of the line. The opening anchor may be unreliable. Check the first vocal entry after . . . . The next lyric may start later than the aligner thinks. Check contractions, hyphens, rare words, and custom pronunciations. This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy. Best next step: local realignment of this phrase window, not another display timing patch.",Section 5,line-0012,lyric,If I met myself again I wonder what she'd say,70.890,85.098,14.208,69.280,83.200,13.920,-1.610,1.898,10,10,9.920,9.920,0.448,if,i,0.500,0.080,line-0011,instrumental,line-0013,lyric,instrumental-minimum-gap-rescue,inferred-from-next-display-line,fallback,kara-creator-instrumental-minimum-gap-rescue,first_word_anchor_suspect|instrumental_following_line_delayed_for_minimum_gap_needs_review|large_internal_word_gap_needs_review|late_anchor_rescue_skipped_after_instrumental_placeholder|line_start_auto_adjusted_needs_review|low_confidence_internal_alignment_needs_review|repeated_phrase_line_start_auto_adjusted_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 5,line-0013,lyric,That love-struck girl who thought she was so smart,85.178,91.706,6.528,85.328,88.896,3.568,0.150,2.810,9,9,0.304,0.944,0.432,lovestruck,girl,0.080,0.080,line-0012,lyric,line-0014,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 5,line-0014,lyric,"If I warn her of the men, the ones that got away",91.786,98.426,6.640,91.936,96.208,4.272,0.150,2.218,12,12,0.192,0.912,0.392,that,got,0.080,0.080,line-0013,lyric,line-0015,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 5,line-0015,lyric,And worse the ones that stay and break your heart,98.506,104.570,6.064,98.656,101.776,3.120,0.150,2.794,10,10,0.112,0.608,0.416,stay,and,0.080,0.080,line-0014,lyric,line-0016,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0016,lyric,I'd tell her love's a losing game that's better left un-played,104.650,110.938,6.288,104.800,109.136,4.336,0.150,1.802,11,11,0.112,0.784,0.512,better,left,0.080,0.080,line-0015,lyric,line-0017,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0017,lyric,I'd tell her you've yourself to blame for every choice you've made,111.018,117.642,6.624,111.168,115.840,4.672,0.150,1.802,12,12,0.112,0.848,0.464,yourself,to,0.080,0.080,line-0016,lyric,line-0018,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0018,lyric,And I'd tell her,117.722,119.226,1.504,117.872,118.544,0.672,0.150,0.682,4,4,0.128,0.288,0.272,tell,her,0.080,0.080,line-0017,lyric,line-0019,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0019,lyric,And I'd tell her 'til my voice gave out,119.306,123.962,4.656,119.456,123.424,3.968,0.150,0.538,9,9,0.224,0.912,0.480,gave,out,0.080,0.080,line-0018,lyric,line-0020,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0020,lyric,And then,124.042,125.610,1.568,124.192,124.592,0.400,0.150,1.018,2,2,0.400,0.400,0.400,and,then,0.080,0.080,line-0019,lyric,line-0021,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0021,lyric,"She would smile, wait a while",125.690,129.370,3.680,125.840,128.000,2.160,0.150,1.370,6,6,0.272,1.264,0.256,smile,wait,0.080,0.080,line-0020,lyric,line-0022,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
20,long_tail_after_last_word,Check whether the line should really remain visible this long after the final word start.,Section 6,line-0022,lyric,And go and do it all again,129.450,135.930,6.480,129.600,131.424,1.824,0.150,4.506,7,7,0.128,0.832,0.272,all,again,0.080,0.080,line-0021,lyric,line-0023,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,long_tail_after_last_word_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 6,line-0023,lyric,If I met myself again,136.010,140.510,4.500,136.160,137.760,1.600,0.150,2.750,5,5,0.176,0.976,0.320,myself,again,0.080,1.250,line-0022,lyric,line-0024,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,long_tail_after_last_word_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,Section 7,line-0024,lyric,If I met that girl again I'd tell her sink or swim,141.760,150.074,8.314,144.048,148.160,4.112,2.288,1.914,12,12,0.192,0.576,0.368,again,i'd,1.250,0.080,line-0023,lyric,line-0025,lyric,repeated-phrase-rescue,inferred-from-next-display-line,fallback,kara-creator-repeated-phrase-rescue,repeated_phrase_line_start_auto_adjusted_needs_review,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0025,lyric,I'd wake her up and god I'd make her run,150.154,156.410,6.256,150.304,153.744,3.440,0.150,2.666,10,10,0.192,0.544,0.384,her,run,0.080,0.080,line-0024,lyric,line-0026,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0026,lyric,I'd turn back time and say girl stay away from him,156.490,162.458,5.968,156.640,160.816,4.176,0.150,1.642,11,11,0.240,0.576,0.480,girl,stay,0.080,0.080,line-0025,lyric,line-0027,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0027,lyric,But if I did,162.538,164.682,2.144,162.688,163.328,0.640,0.150,1.354,4,4,0.288,0.288,0.176,but,if,0.080,0.080,line-0026,lyric,line-0028,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0028,lyric,If I dared,164.762,166.634,1.872,164.912,165.248,0.336,0.150,1.386,3,3,0.176,0.176,0.160,if,i,0.080,0.080,line-0027,lyric,line-0029,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0029,lyric,There's a price,166.714,168.618,1.904,166.864,167.232,0.368,0.150,1.386,3,3,0.304,0.304,0.064,there's,a,0.080,0.080,line-0028,lyric,line-0030,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0030,lyric,I would pay,168.698,172.042,3.344,168.848,169.200,0.352,0.150,2.842,3,3,0.176,0.176,0.176,i,would,0.080,0.080,line-0029,lyric,line-0031,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0031,lyric,And I'd lose,172.122,174.138,2.016,172.272,172.752,0.480,0.150,1.386,3,3,0.240,0.240,0.240,and,i'd,0.080,0.080,line-0030,lyric,line-0032,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
0,ok,No obvious diagnostic issue detected.,Section 7,line-0032,lyric,Cause I won't have my son,174.218,179.882,5.664,174.368,177.408,3.040,0.150,2.474,6,6,0.272,1.584,0.504,my,son,0.080,0.750,line-0031,lyric,line-0033,lyric,first-word,inferred-from-next-display-line,fallback,lyrics-aligner-word-starts,,False
100,very_large_internal_word_gap|first_word_anchor_suspect|first_gap_outlier,Treat as a likely bad word-anchor section. Consider local realignment rather than manual display-only repair. Check whether the first word has been placed too early or too late. Compare the first word against the rest of the line. The opening anchor may be unreliable.,Section 8,line-0033,lyric,If I met myself again,180.632,184.320,3.688,178.208,183.072,4.864,-2.424,1.248,5,5,3.424,3.424,0.336,if,i,0.750,0.250,line-0032,lyric,line-0034,lyric,corrected-word-cluster,inferred-from-next-display-line,fallback,lyrics-aligner-corrected-word-cluster,first_word_anchor_suspect|large_internal_word_gap_needs_review|line_start_auto_adjusted_needs_review|low_confidence_internal_alignment_audio_boundary_used_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,Section 8,line-0034,lyric,If I met myself again,184.570,190.640,6.070,187.840,189.488,1.648,3.270,1.152,5,5,0.176,0.976,0.368,myself,again,0.250,0.080,line-0033,lyric,line-0035,instrumental,audio-phrase-boundary-after-low-confidence-line,audio-vocal-offset,medium,kara-creator-audio-phrase-boundary-rescue,line_start_adjusted_after_low_confidence_phrase_boundary_needs_review,False
10,instrumental_placeholder,Check only if the visual instrumental gap feels wrong in the editor.,Section 9,line-0035,instrumental,. . .,190.720,195.720,5.000,,,,,,0,0,0.000,0.000,0.000,,,0.080,0.500,line-0034,lyric,line-0036,lyric,,,,instrumental-placeholder-inferred,final_instrumental_gap_rescue_applied_needs_review|instrumental_timing_needs_review,False
10,draft_builder_rescue_applied,This line has already been rescued by Kara Creator. Check whether the raw word anchors are still trustworthy.,Section 10,line-0036,lyric,If I met myself again,196.220,203.872,7.652,200.496,202.672,2.176,4.276,1.200,5,5,0.160,1.440,0.416,myself,again,0.500,,line-0035,instrumental,,,final-instrumental-gap-rescue,inferred-from-next-display-line,fallback,kara-creator-final-instrumental-gap-rescue,final_instrumental_following_line_auto_adjusted_needs_review|late_anchor_rescue_skipped_after_instrumental_placeholder|repeated_phrase_line_start_auto_adjusted_needs_review,False
